Zm00001eb117670_P001	sp|Q42029|PSBP1_ARATH	67.547	265	100	6.37e-123	349
Zm00001eb117670_P001	sp|O49344|PSBP2_ARATH	77.600	125	48	2.95e-67	203
Zm00001eb117670_P001	sp|P82538|PPL1_ARATH	28.571	147	57	7.13e-08	50.8
Zm00001eb358300_P002	sp|P82715|PPD5_ARATH	57.667	300	97	1.29e-115	334
Zm00001eb358300_P002	sp|F4J7A7|PPD7_ARATH	24.227	194	62	4.08e-06	46.6
Zm00001eb358300_P002	sp|P82538|PPL1_ARATH	23.158	190	61	5.16e-06	45.8
Zm00001eb358300_P003	sp|P82715|PPD5_ARATH	57.667	300	97	1.62e-113	328
Zm00001eb358300_P003	sp|F4J7A7|PPD7_ARATH	25.628	199	62	2.98e-07	50.1
Zm00001eb358300_P003	sp|P82538|PPL1_ARATH	23.810	189	61	8.99e-07	48.1
Zm00001eb358300_P001	sp|P82715|PPD5_ARATH	58.000	300	97	1.82e-116	336
Zm00001eb358300_P001	sp|F4J7A7|PPD7_ARATH	25.000	200	61	4.96e-06	46.2
Zm00001eb358300_P001	sp|P82538|PPL1_ARATH	23.158	190	61	5.32e-06	45.8
Zm00001eb001650_P001	sp|P82538|PPL1_ARATH	69.274	179	73	1.55e-88	260
Zm00001eb001650_P001	sp|O80634|PNSL1_ARATH	32.328	232	91	1.88e-39	135
Zm00001eb001650_P001	sp|O23403|PPD1_ARATH	24.034	233	83	3.33e-11	60.8
Zm00001eb001650_P001	sp|F4J7A7|PPD7_ARATH	25.532	188	62	4.58e-10	57.8
Zm00001eb001650_P001	sp|Q42029|PSBP1_ARATH	24.670	227	79	1.76e-07	50.1
Zm00001eb001650_P002	sp|P82538|PPL1_ARATH	69.274	179	73	1.55e-88	260
Zm00001eb001650_P002	sp|O80634|PNSL1_ARATH	32.328	232	91	1.88e-39	135
Zm00001eb001650_P002	sp|O23403|PPD1_ARATH	24.034	233	83	3.33e-11	60.8
Zm00001eb001650_P002	sp|F4J7A7|PPD7_ARATH	25.532	188	62	4.58e-10	57.8
Zm00001eb001650_P002	sp|Q42029|PSBP1_ARATH	24.670	227	79	1.76e-07	50.1
Zm00001eb001650_P003	sp|P82538|PPL1_ARATH	69.274	179	73	1.55e-88	260
Zm00001eb001650_P003	sp|O80634|PNSL1_ARATH	32.328	232	91	1.88e-39	135
Zm00001eb001650_P003	sp|O23403|PPD1_ARATH	24.034	233	83	3.33e-11	60.8
Zm00001eb001650_P003	sp|F4J7A7|PPD7_ARATH	25.532	188	62	4.58e-10	57.8
Zm00001eb001650_P003	sp|Q42029|PSBP1_ARATH	24.670	227	79	1.76e-07	50.1
Zm00001eb001650_P004	sp|P82538|PPL1_ARATH	70.000	180	73	1.05e-90	266
Zm00001eb001650_P004	sp|O80634|PNSL1_ARATH	38.983	177	73	9.62e-40	136
Zm00001eb001650_P004	sp|O23403|PPD1_ARATH	24.681	235	83	1.87e-11	61.6
Zm00001eb001650_P004	sp|F4J7A7|PPD7_ARATH	25.532	188	62	3.93e-10	57.8
Zm00001eb001650_P004	sp|Q42029|PSBP1_ARATH	25.110	227	79	1.56e-07	50.1
Zm00001eb001650_P005	sp|P82538|PPL1_ARATH	70.000	180	73	1.05e-90	266
Zm00001eb001650_P005	sp|O80634|PNSL1_ARATH	38.983	177	73	9.62e-40	136
Zm00001eb001650_P005	sp|O23403|PPD1_ARATH	24.681	235	83	1.87e-11	61.6
Zm00001eb001650_P005	sp|F4J7A7|PPD7_ARATH	25.532	188	62	3.93e-10	57.8
Zm00001eb001650_P005	sp|Q42029|PSBP1_ARATH	25.110	227	79	1.56e-07	50.1
Zm00001eb142170_P001	sp|F4J7A7|PPD7_ARATH	57.422	256	90	2.92e-108	314
Zm00001eb142170_P001	sp|P82538|PPL1_ARATH	24.468	188	66	1.18e-12	65.1
Zm00001eb142170_P001	sp|O80634|PNSL1_ARATH	22.553	235	83	5.25e-07	48.9
Zm00001eb028550_P003	sp|O23403|PPD1_ARATH	63.750	240	70	9.75e-102	300
Zm00001eb028550_P003	sp|P82538|PPL1_ARATH	26.190	210	63	2.67e-13	67.8
Zm00001eb028550_P003	sp|Q948R9|RFAC3_ARATH	42.188	64	19	1.23e-11	63.9
Zm00001eb028550_P003	sp|O80634|PNSL1_ARATH	19.171	193	57	9.78e-06	45.4
Zm00001eb028550_P001	sp|O23403|PPD1_ARATH	54.167	240	68	1.25e-81	248
Zm00001eb028550_P001	sp|Q948R9|RFAC3_ARATH	42.188	64	21	9.00e-12	63.9
Zm00001eb028550_P001	sp|P82538|PPL1_ARATH	25.000	200	59	2.12e-08	53.1
Zm00001eb028550_P002	sp|O23403|PPD1_ARATH	74.359	195	49	7.57e-100	297
Zm00001eb028550_P002	sp|Q948R9|RFAC3_ARATH	34.959	123	31	8.11e-17	79.7
Zm00001eb028550_P002	sp|P82538|PPL1_ARATH	26.190	210	53	4.58e-13	67.4
Zm00001eb299760_P001	sp|Q42029|PSBP1_ARATH	65.649	262	98	8.74e-118	337
Zm00001eb299760_P001	sp|O49344|PSBP2_ARATH	77.600	125	48	1.12e-66	202
Zm00001eb299760_P001	sp|P82538|PPL1_ARATH	25.153	163	63	3.34e-07	48.9
Zm00001eb299760_P002	sp|Q42029|PSBP1_ARATH	58.108	296	99	1.58e-110	320
Zm00001eb299760_P002	sp|O49344|PSBP2_ARATH	61.006	159	54	1.76e-59	185
Zm00001eb159760_P002	sp|P82715|PPD5_ARATH	64.372	247	80	1.74e-115	334
